,0,1
0,-2.9290788,-0.054927554
1,-0.13683265,-2.0566332
2,-0.08970817,-2.4557118
3,-1.3449883,-0.30183887
4,-0.04507548,-3.1218705
5,-0.06656315,-2.7427006
6,-4.570232,-0.010409585
7,-0.06137875,-2.821224
8,-0.23086967,-1.579117
9,-0.053867895,-2.9480333
10,-0.47916695,-0.9657413
11,-0.7797625,-0.61343974
12,-3.6329563,-0.026793698
13,-4.456352,-0.011672533
14,-0.15083875,-1.9660157
15,-3.1440668,-0.044063844
16,-0.037012294,-3.314954
17,-0.13687299,-2.0563574
18,-0.042918604,-3.1698337
19,-3.388468,-0.03434346
20,-1.1794268,-0.36738196
21,-0.06866256,-2.712686
22,-4.0551534,-0.01748481
23,-2.331405,-0.10220894
24,-0.2253778,-1.6005504
25,-0.15053473,-1.9678849
26,-1.4572352,-0.26511106
27,-4.4845524,-0.011346102
28,-0.100546986,-2.3469827
29,-0.6153042,-0.77756524
30,-0.14921682,-1.9760357
31,-2.0404327,-0.13923042
32,-2.7222478,-0.067986414
33,-0.04362252,-3.1539125
34,-3.7514157,-0.023764653
35,-0.09269697,-2.4244103
36,-0.2503394,-1.5074975
37,-0.047242835,-3.0759823
38,-1.5030978,-0.25159448
39,-0.2140336,-1.6467309
40,-0.3159789,-1.3059126
41,-3.5051286,-0.030503439
42,-0.21888368,-1.626661
43,-4.613978,-0.00996177
44,-0.15744083,-1.9263934
45,-4.6204624,-0.009897089
46,-0.1206256,-2.1747704
47,-0.1279605,-2.1193314
48,-4.332196,-0.013225686
49,-0.3544601,-1.20916
50,-4.253744,-0.014312822
51,-3.0998185,-0.046104077
52,-0.27064043,-1.4392343
53,-0.093394846,-2.4172525
54,-0.116617605,-2.2065969
55,-0.06200414,-2.8113961
56,-3.9095964,-0.02025223
57,-4.377934,-0.012630706
58,-0.079588726,-2.5704124
59,-1.4678425,-0.26191315
60,-4.3055625,-0.013585138
61,-0.22997858,-1.5825553
62,-0.14814812,-1.9827027
63,-0.08112791,-2.5520184
64,-0.33821175,-1.2484274
65,-0.6894,-0.69690835
66,-0.5515648,-0.85813427
67,-3.9288929,-0.019861393
68,-1.2097954,-0.35418993
69,-0.09038265,-2.448554
70,-3.0976655,-0.04620573
71,-0.9293778,-0.502195
72,-1.1701343,-0.37153515
73,-0.084184945,-2.5165365
74,-0.28710544,-1.3880264
75,-3.0666099,-0.047698475
76,-0.18115436,-1.7976162
77,-0.29350758,-1.3690186
78,-2.327069,-0.10267669
79,-0.18779044,-1.7648549
80,-2.170668,-0.12115272
81,-2.2941022,-0.10630747
82,-1.8676293,-0.16781472
83,-1.2716095,-0.329032
84,-0.18134966,-1.796633
85,-0.51619756,-0.90828645
86,-3.614061,-0.027311761
87,-0.12487384,-2.1422384
88,-0.05228501,-2.9770749
89,-1.1350286,-0.38774246
90,-3.7249396,-0.024410052
91,-0.2216146,-1.6155772
92,-0.32491785,-1.2822468
93,-0.055670206,-2.9160156
94,-0.13733219,-2.0532331
95,-0.34625718,-1.2287115
96,-2.625809,-0.075134404
97,-2.6594546,-0.07255599
98,-4.4000216,-0.0123531
99,-0.07843311,-2.5844688
100,-1.7496727,-0.1909557
101,-0.066028886,-2.7504966
102,-3.9370432,-0.019698586
103,-0.16364916,-1.8907396
104,-3.44277,-0.03249834
105,-0.20714541,-1.6761198
106,-4.1245046,-0.016303662
107,-4.587565,-0.010229775
108,-0.55155057,-0.8581536
109,-0.12019514,-2.1781347
110,-0.1333085,-2.0810034
111,-0.23277529,-1.5718127
112,-1.0576985,-0.42656744
113,-0.22519737,-1.6012647
114,-0.09904466,-2.361298
115,-4.5220146,-0.010926534
116,-2.7340913,-0.06715845
117,-0.04596143,-3.1028447
118,-2.2603977,-0.11015984
119,-4.2126164,-0.014918312
120,-0.7555682,-0.6343947
121,-0.21032012,-1.6624421
122,-4.4597473,-0.011632707
123,-0.06691464,-2.7376077
124,-3.9255004,-0.019929523
125,-3.7884107,-0.022891548
126,-0.24430151,-1.5290172
127,-0.25459838,-1.4926679
128,-2.9962466,-0.051266264
129,-0.32219717,-1.2893685
130,-0.9223858,-0.5067829
131,-0.066560924,-2.742733
132,-2.8410437,-0.06013723
133,-3.7012632,-0.025002252
134,-2.5500166,-0.081297174
135,-4.031239,-0.017911822
136,-0.3031483,-1.3412812
137,-4.178322,-0.015442797
138,-0.80441964,-0.59302586
139,-0.18475439,-1.7796832
140,-0.321325,-1.2916662
141,-0.09493354,-2.4016697
142,-1.360925,-0.2962836
143,-0.29920334,-1.3525062
144,-0.08970131,-2.4557848
145,-0.15476762,-1.9422168
146,-0.99908847,-0.45920599
147,-0.3343284,-1.2581428
148,-0.2395137,-1.5465124
149,-0.05606623,-2.9091246
150,-0.15642737,-1.9323579
151,-2.1419258,-0.1249154
152,-1.4484893,-0.26778135
153,-0.6662338,-0.7208049
154,-0.32898387,-1.2717327
155,-4.506462,-0.011098792
156,-0.20714541,-1.6761198
157,-3.148144,-0.043880515
158,-0.60291475,-0.79233646
159,-0.06828096,-2.71807
160,-3.8271794,-0.022011383
161,-0.06585043,-2.7531133
162,-0.14466524,-2.004794
163,-0.1957332,-1.7272733
164,-0.1757915,-1.8250653
165,-0.37287715,-1.1671582
166,-0.07008306,-2.6929107
167,-3.8961778,-0.020528704
168,-2.5589542,-0.08054396
169,-0.45433015,-1.0075102
170,-4.5031734,-0.011135574
171,-1.0173666,-0.4487052
172,-0.09188716,-2.4327853
173,-0.8006673,-0.59607357
174,-0.2299353,-1.5827228
175,-0.05380204,-2.9492235
176,-0.039994206,-3.2389512
177,-4.601935,-0.010083095
178,-1.8248068,-0.1758412
179,-0.08542555,-2.5025194
180,-0.06908807,-2.7067177
181,-4.6002884,-0.010099735
182,-0.05654378,-2.9008794
183,-0.06698812,-2.736547
184,-0.3357758,-1.2545061
185,-0.13429354,-2.0741224
186,-0.09850651,-2.3664813
187,-2.7709997,-0.064644516
188,-4.1250396,-0.016294867
189,-3.616799,-0.027236128
190,-0.14718704,-1.9887421
191,-0.5765107,-0.82520634
192,-0.12510349,-2.1405134
193,-4.059712,-0.017404564
194,-4.4890137,-0.011295301
195,-0.13754207,-2.0518084
196,-3.6836743,-0.025451636
197,-0.046644777,-3.0884259
198,-1.490577,-0.25520536
199,-0.50335807,-0.92759764
200,-0.081692636,-2.5453598
201,-1.8157843,-0.17758504
202,-0.16714442,-1.8713056
203,-0.13663219,-2.0580015
204,-2.578573,-0.078915745
205,-4.523676,-0.0109083755
206,-1.8179448,-0.17716575
207,-0.08380067,-2.5209217
208,-0.1896004,-1.7561393
209,-0.10773996,-2.2814214
210,-1.7496727,-0.1909557
211,-4.495083,-0.0112265805
212,-2.2913458,-0.10661719
213,-4.567909,-0.010433887
214,-1.2859306,-0.3235071
215,-0.11742662,-2.2000804
216,-3.1447046,-0.044035096
217,-0.5453457,-0.86664695
218,-1.1333854,-0.38852173
219,-0.056678284,-2.8985703
220,-0.4102041,-1.0892012
